No,nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,jan_wisman,jan_wisnus,feb_wisman,feb_wisnus,mar_wisman,mar_wisnus,apr_wisman,apr_wisnus,mei_wisman,mei_wisnus,jun_wisman,jun_wisnus,jul_wisman,jul_wisnus,ags_wisman,ags_wisnus,sep_wisman,sep_wisnus,okt_wisman,okt_wisnus,nov_wisman,nov_wisnus,des_wisman,des_wisnus,total_wisman,total_wisnus,total_wisatawan,jan_kmr,jan_pax,feb_kmr,feb_pax,mar_kmr,mar_pax,apr_kmr,apr_pax,mei_kmr,mei_pax,jun_kmr,jun_pax,jul_kmr,jul_pax,ags_kmr,ags_pax,sep_kmr,sep_pax,okt_kmr,okt_pax,nov_kmr,nov_pax,des_kmr,des_pax,kamar_terjual,total_malam_tamu,jan_rm_ava,jan_occ,feb_rm_ava,feb_occ,mar_rm_ava,mar_occ,apr_rm_ava,apr_occ,mei_rm_ava,mei_occ,jun_rm_ava,jun_occ,jul_rm_ava,jul_occ,ags_rm_ava,ags_occ,sep_rm_ava,sep_occ,okt_rm_ava,okt_occ,nov_rm_ava,nov_occ,des_rm_ava,des_occ,rata_rata_occ,tahun
305,J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,0,760,0,1.204,0,1.382,0,0,0,0,0,532,0,0,0,832,0,586,0,1.276,0,725,0,766,0,8.063,8.063,486,760,406,1.204,75,1.382,615,0,638,0,369,532,684,0,493,832,602,586,398,1.276,465,725,449,766,5.680,8.063,1.395,"34,84",1.260,"32,22",1.395,"5,38",1.350,"45,56",1.395,"45,73",1.350,"27,33",1.395,"49,03",1.395,"35,34",1.350,"44,59",1.395,"28,53",1.350,"34,44",1.395,"32,19","34,60",2023
306,SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,0,252,0,238,0,364,0,202,0,382,0,332,0,298,0,268,0,228,0,306,0,0,0,0,0,2.870,2.870,0,252,0,238,0,364,0,202,0,382,0,332,0,298,0,268,0,228,0,306,0,0,0,0,0,2.870,775,"0,00",700,"0,00",775,"0,00",750,"0,00",775,"0,00",750,"0,00",775,"0,00",775,"0,00",750,"0,00",775,"0,00",750,"0,00",775,"0,00","0,00",2023
307,ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.294,"0,00",2.072,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00","0,00",2023
308,CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.418,"0,00",2.184,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00","0,00",2023
309,ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,"0,00",476,"0,00",527,"0,00",510,"0,00",527,"0,00",510,"0,00",527,"0,00",527,"0,00",510,"0,00",527,"0,00",510,"0,00",527,"0,00","0,00",2023
310,KHARISMA HOTEL,Marga Sari,Balikpapan Barat,Melati,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,"0,00",224,"0,00",248,"0,00",240,"0,00",248,"0,00",240,"0,00",248,"0,00",248,"0,00",240,"0,00",248,"0,00",240,"0,00",248,"0,00","0,00",2023
311,MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,25,27,0,332,0,0,0,343,0,275,0,284,0,345,0,322,0,353,0,0,0,408,0,354,0,0,0,3.016,3.016,390,332,317,0,369,343,0,275,0,284,382,345,392,322,389,353,370,0,0,408,0,354,0,0,2.609,3.016,775,"50,32",700,"45,29",775,"47,61",750,"0,00",775,"0,00",750,"50,93",775,"50,58",775,"50,19",750,"49,33",775,"0,00",750,"0,00",775,"0,00","28,69",2023
312,GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,29,3.965,23,4.652,25,3.828,16,3.624,75,8.379,262,7.561,312,8.261,362,8.161,150,7.303,148,8.215,107,7.451,59,8.979,1.568,80.379,81.947,4.267,3.994,4.891,4.675,4.263,3.853,3.760,3.640,4.954,8.454,5.454,7.823,5.355,8.573,7.125,8.523,5.449,7.453,5.224,8.363,4.913,7.558,5.943,9.038,61.598,81.947,5.611,"76,05",5.068,"96,51",5.611,"75,98",5.430,"69,24",5.611,"88,29",5.430,"100,44",5.611,"95,44",5.611,"126,98",5.430,"100,35",5.611,"93,10",5.430,"90,48",5.611,"105,92","93,23",2024
313,NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,848,7.623,974,6.035,50,4.213,42,3.525,141,4.813,57,4.687,57,4.780,145,4.606,137,4.669,83,5.141,26,4.887,34,4.786,2.594,59.765,62.359,4.873,8.471,4.891,7.009,4.263,4.263,3.567,3.567,4.954,4.954,4.744,4.744,4.837,4.837,4.751,4.751,4.806,4.806,5.224,5.224,4.913,4.913,4.820,4.820,56.643,62.359,6.138,"79,39",5.544,"88,22",6.138,"69,45",5.940,"60,05",6.138,"80,71",5.940,"79,87",6.138,"78,80",6.138,"77,40",5.940,"80,91",6.138,"85,11",5.940,"82,71",6.138,"78,53","78,43",2024
314,GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,29,3.965,23,4.652,25,3.828,16,3.624,75,8.379,262,7.561,312,8.261,362,8.161,150,7.303,148,8.215,107,7.451,59,8.979,1.568,80.379,81.947,4.267,3.994,4.887,4.675,4.090,3.853,3.760,3.640,5.741,8.454,5.454,7.823,5.355,8.573,7.125,8.523,5.449,7.453,5.838,8.363,5.443,7.558,5.943,9.038,63.352,81.947,6.665,"64,02",6.020,"81,18",6.665,"61,37",6.450,"58,29",6.665,"86,14",6.450,"84,56",6.665,"80,35",6.665,"106,90",6.450,"84,48",6.665,"87,59",6.450,"84,39",6.665,"89,17","80,70",2024
315,FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,542,2.902,442,2.917,720,2.850,464,1.942,409,2.878,396,2.741,444,0,0,0,0,0,0,0,0,0,0,0,3.417,16.230,19.647,3345,3.444,3360,3.359,3497,3.570,2410,2.406,3290,3.287,3035,3.137,3651,444,0,0,0,0,0,0,0,0,0,0,22.588,19.647,4.278,"78,19",3.864,"86,96",4.278,"81,74",4.140,"58,21",4.278,"76,91",4.140,"73,31",4.278,"85,34",4.278,"0,00",4.140,"0,00",4.278,"0,00",4.140,"0,00",4.278,"0,00","45,06",2024
316,PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,0,4.598,584,20.858,8.209,5.371,502,12.103,430,9.568,470,7.459,496,18.793,331,11.792,177,6.493,262,11.368,547,8.589,315,0,12.323,116.992,129.315,4530,4.598,4041,21.442,3581,13.580,4193,12.605,5527,9.998,4239,7.929,4815,19.289,5321,12.123,4371,6.670,4648,11.630,4673,9.136,4286,315,54.225,129.315,6.200,"73,06",5.600,"72,16",6.200,"57,76",6.000,"69,88",6.200,"89,15",6.000,"70,65",6.200,"77,66",6.200,"85,82",6.000,"72,85",6.200,"74,97",6.000,"77,88",6.200,"69,13","74,25",2024
317,BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,44,4.488,19,5.542,19,5.127,16,4.912,57,5.854,35,4.447,39,4.387,59,5.744,44,5.583,51,5.856,65,5.054,77,6.165,525,63.159,63.684,2.968,4.532,3.470,5.561,3.613,5.146,3.157,4.928,3.993,5.911,3.745,4.482,3.927,4.426,4.120,5.803,4.039,5.627,4.123,5.907,4.006,5.119,4.155,6.242,45.316,63.684,3.782,"78,48",3.416,"101,58",3.782,"95,53",3.660,"86,26",3.782,"105,58",3.660,"102,32",3.782,"103,83",3.782,"108,94",3.660,"110,36",3.782,"109,02",3.660,"109,45",3.782,"109,86","101,77",2024
318,PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,161,161,2,8.184,90,7.684,82,6.686,68,7.412,127,10.285,60,10.076,70,10.922,65,10.449,48,9.754,105,11.191,82,9.888,82,9.888,881,112.419,113.300,4.033,8.186,3.774,7.774,3.357,6.768,3.569,7.480,5.018,10.412,4.812,10.136,5.156,10.992,5.129,10.514,4.647,9.802,5.278,11.296,4.833,9.970,4.833,9.970,54.439,113.300,4.991,"80,81",4.508,"83,72",4.991,"67,26",4.830,"73,89",4.991,"100,54",4.830,"99,63",4.991,"103,31",4.991,"102,76",4.830,"96,21",4.991,"105,75",4.830,"100,06",4.991,"96,83","92,56",2024
319,GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,106,4.346,62,4.428,82,3.217,133,3.239,209,4.460,80,5.817,130,5.300,110,5.918,119,5.437,136,6.080,118,5.459,122,4.879,1.407,58.580,59.987,2679,4.452,2903,4.490,2408,3.299,2273,3.372,3526,4.669,3625,5.897,3646,5.430,3982,6.028,3599,5.556,3920,6.216,3463,5.577,3379,5.001,39.403,59.987,4.588,"58,39",4.144,"70,05",4.588,"52,48",4.440,"51,19",4.588,"76,85",4.440,"81,64",4.588,"79,47",4.588,"86,79",4.440,"81,06",4.588,"85,44",4.440,"78,00",4.588,"73,65","72,92",2024
320,HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,0,2.888,2,3.439,3,3.381,2,3.659,2,5.213,2,5.843,32,6.095,0,5.867,12,5.601,12,5.674,8,6.122,16,5.775,91,59.557,59.648,1486,2.888,1809,3.441,1881,3.384,2051,3.661,2769,5.215,2986,5.845,3111,6.127,3181,5.867,3026,5.613,3540,5.686,3172,6.130,3058,5.791,32.070,59.648,4.030,"36,87",3.640,"49,70",4.030,"46,67",3.900,"52,59",4.030,"68,71",3.900,"76,56",4.030,"77,20",4.030,"78,93",3.900,"77,59",4.030,"87,84",3.900,"81,33",4.030,"75,88","67,49",2024
321,GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,133,7.415,251,7.583,214,6.734,180,6.685,139,8.642,163,9.196,199,9.110,183,8.661,132,9.228,136,9.427,252,8.082,302,9.659,2.284,100.422,102.706,3.331,7.548,3.193,7.834,3.278,6.948,2.995,6.865,3.854,8.781,4.026,9.359,3.951,9.309,3.964,8.844,3.588,9.360,3.989,9.563,3.509,8.334,4.058,9.961,43.736,102.706,4.650,"71,63",4.200,"76,02",4.650,"70,49",4.500,"66,56",4.650,"82,88",4.500,"89,47",4.650,"84,97",4.650,"85,25",4.500,"79,73",4.650,"85,78",4.500,"77,98",4.650,"87,27","79,84",2024
322,SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,48,1.145,371,7.343,280,7.732,328,2.909,484,10.208,274,10.599,467,5.644,508,5.629,255,5.629,471,5.962,420,5.269,392,5.247,4.298,73.316,77.614,2858,1.193,4124,7.714,4388,8.012,3236,3.237,5733,10.692,5707,10.873,6111,6.111,6137,6.137,5884,5.884,6433,6.433,5689,5.689,5639,5.639,61.939,77.614,7.130,"40,08",6.440,"64,04",7.130,"61,54",6.900,"46,90",7.130,"80,41",6.900,"82,71",7.130,"85,71",7.130,"86,07",6.900,"85,28",7.130,"90,22",6.900,"82,45",7.130,"79,09","73,71",2024
323,GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,6,1.825,2,3.563,0,3.002,6,4.297,9,4.142,0,3.974,0,974,0,802,0,1.136,0,1.926,0,1.388,0,1.000,23,28.029,28.052,897,1.831,1985,3.565,1704,3.002,2253,4.303,2174,4.151,2159,3.974,487,974,401,802,569,1.136,963,1.926,694,1.388,500,1.000,14.786,28.052,3.596,"24,94",3.248,"61,11",3.596,"47,39",3.480,"64,74",3.596,"60,46",3.480,"62,04",3.596,"13,54",3.596,"11,15",3.480,"16,35",3.596,"26,78",3.480,"19,94",3.596,"13,90","35,20",2024
324,ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,346,346,7,9.567,19,10.457,39,8.029,40,9.701,226,14.915,109,13.620,231,15.510,238,14.087,107,13.593,128,15.442,227,13.445,227,13.445,1.598,151.811,153.409,4.560,9.574,5.378,10.476,3.768,8.068,4.673,9.741,7.259,15.141,6.675,13.729,7.587,15.741,6.815,14.325,6.777,13.700,7.836,15.570,6.730,13.672,6.730,13.672,74.788,153.409,10.726,"42,51",9.688,"55,51",10.726,"35,13",10.380,"45,02",10.726,"67,68",10.380,"64,31",10.726,"70,73",10.726,"63,54",10.380,"65,29",10.726,"73,06",10.380,"64,84",10.726,"62,74","59,20",2024
325,MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.642,"0,00",5.096,"0,00",5.642,"0,00",5.460,"0,00",5.642,"0,00",5.460,"0,00",5.642,"0,00",5.642,"0,00",5.460,"0,00",5.642,"0,00",5.460,"0,00",5.642,"0,00","0,00",2024
326,THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,112,166,0,1.882,0,2.058,0,1.810,0,2.332,0,2.660,0,3.352,0,2.208,0,2.706,0,2.772,0,2.398,0,2.570,0,3.086,0,29.834,29.834,941,1.882,1029,2.058,905,1.810,1166,2.332,1330,2.660,1676,3.352,1104,2.208,1353,2.706,1386,2.772,1199,2.398,1285,2.570,1543,3.086,14.917,29.834,3.472,"27,10",3.136,"32,81",3.472,"26,07",3.360,"34,70",3.472,"38,31",3.360,"49,88",3.472,"31,80",3.472,"38,97",3.360,"41,25",3.472,"34,53",3.360,"38,24",3.472,"44,44","36,51",2024
327,ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,1039,0,931,0,766,0,967,0,991,0,507,0,409,0,922,0,757,0,444,0,532,0,9.124,0,4.805,"17,88",4.340,"23,94",4.805,"19,38",4.650,"16,47",4.805,"20,12",4.650,"21,31",4.805,"10,55",4.805,"8,51",4.650,"19,83",4.805,"15,75",4.650,"9,55",4.805,"11,07","16,20",2024
328,GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.650,"0,00",4.200,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00","0,00",2024
329,LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.735,"0,00",5.180,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00","0,00",2024
330,HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2024
331,QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,78,143,0,3.590,0,3.332,0,3.365,0,3.269,0,3.341,0,2.782,0,2.943,0,3.100,0,3.062,0,3.668,0,3.345,0,0,0,35.797,35.797,2263,3.590,2049,3.332,2058,3.365,1969,3.269,2044,3.341,1660,2.782,1786,2.943,1854,3.100,1826,3.062,2241,3.668,2108,3.345,2249,0,24.107,35.797,2.418,"93,59",2.184,"93,82",2.418,"85,11",2.340,"84,15",2.418,"84,53",2.340,"70,94",2.418,"73,86",2.418,"76,67",2.340,"78,03",2.418,"92,68",2.340,"90,09",2.418,"93,01","84,71",2024
332,NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,134,0,5.227,0,4.831,0,4.717,0,4.274,0,5.450,0,5.291,0,5.727,0,5.229,0,5.287,0,5.497,0,4.892,0,5.013,0,61.435,61.435,2646,5.227,2513,4.831,2529,4.717,2249,4.274,2901,5.450,2731,5.291,2988,5.727,2825,5.229,2820,5.287,2918,5.497,2578,4.892,2556,5.013,32.254,61.435,3.131,"84,51",2.828,"88,86",3.131,"80,77",3.030,"74,22",3.131,"92,65",3.030,"90,13",3.131,"95,43",3.131,"90,23",3.030,"93,07",3.131,"93,20",3.030,"85,08",3.131,"81,64","87,48",2024
333,D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.263,"0,00",2.044,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00","0,00",2024
334,PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,1027,0,998,0,1250,0,1043,0,1835,0,1910,0,1711,0,1654,0,1790,0,1681,0,,0,16.156,0,3.069,"40,96",2.772,"37,05",3.069,"32,52",2.970,"42,09",3.069,"33,99",2.970,"61,78",3.069,"62,24",3.069,"55,75",2.970,"55,69",3.069,"58,33",2.970,"56,60",3.069,"0,00","44,75",2024
335,WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0,3387,0,3302,0,3412,0,4046,0,4016,0,4164,0,4115,0,3974,0,4179,0,3937,0,4162,0,46.140,0,4.774,"72,18",4.312,"78,55",4.774,"69,17",4.620,"73,85",4.774,"84,75",4.620,"86,93",4.774,"87,22",4.774,"86,20",4.620,"86,02",4.774,"87,54",4.620,"85,22",4.774,"87,18","82,07",2024
336,BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,925,0,840,0,920,0,1547,0,1853,0,1647,0,1470,0,1862,0,1714,0,1714,0,1221,0,16.927,0,2.635,"46,07",2.380,"38,87",2.635,"31,88",2.550,"36,08",2.635,"58,71",2.550,"72,67",2.635,"62,50",2.635,"55,79",2.550,"73,02",2.635,"65,05",2.550,"67,22",2.635,"46,34","54,52",2024
337,IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,0,3727,0,3476,0,3593,0,4327,0,4107,0,3955,0,4140,0,4055,0,4391,0,3966,0,4408,0,47.820,0,4.805,"76,48",4.340,"85,88",4.805,"72,34",4.650,"77,27",4.805,"90,05",4.650,"88,32",4.805,"82,31",4.805,"86,16",4.650,"87,20",4.805,"91,38",4.650,"85,29",4.805,"91,74","84,54",2024
338,SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898,0,3213,0,2882,0,2665,0,3851,0,3523,0,3615,0,3699,0,3567,0,3968,0,3441,0,3493,0,40.815,0,3.038,"95,39",2.744,"117,09",3.038,"94,87",2.940,"90,65",3.038,"126,76",2.940,"119,83",3.038,"118,99",3.038,"121,76",2.940,"121,33",3.038,"130,61",2.940,"117,04",3.038,"114,98","114,11",2024
339,ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633,0,2419,0,2120,0,6917,0,2812,0,2812,0,2888,0,2776,0,2848,0,3113,0,2695,0,2818,0,36.851,0,3.472,"75,84",3.136,"77,14",3.472,"61,06",3.360,"205,86",3.472,"80,99",3.360,"83,69",3.472,"83,18",3.472,"79,95",3.360,"84,76",3.472,"89,66",3.360,"80,21",3.472,"81,16","90,29",2024
340,MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,0,2985,0,2911,0,2823,0,3380,0,3283,0,3500,0,3431,0,3270,0,3437,0,3176,0,3424,0,38.736,0,3.565,"87,41",3.220,"92,70",3.565,"81,65",3.450,"81,83",3.565,"94,81",3.450,"95,16",3.565,"98,18",3.565,"96,24",3.450,"94,78",3.565,"96,41",3.450,"92,06",3.565,"96,04","92,27",2024
341,HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,90,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051,0,2052,0,2010,0,1970,0,2263,0,2213,0,2261,0,2201,0,2433,0,2361,0,2040,0,1995,0,25.850,0,2.790,"73,51",2.520,"81,43",2.790,"72,04",2.700,"72,96",2.790,"81,11",2.700,"81,96",2.790,"81,04",2.790,"78,89",2.700,"90,11",2.790,"84,62",2.700,"75,56",2.790,"71,51","78,73",2024
342,MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,107,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,1861,0,1425,0,1511,0,2266,0,2491,0,2402,0,2335,0,2167,0,2335,0,2072,0,2160,0,24.435,0,3.317,"42,51",2.996,"62,12",3.317,"42,96",3.210,"47,07",3.317,"68,31",3.210,"77,60",3.317,"72,41",3.317,"70,39",3.210,"67,51",3.317,"70,39",3.210,"64,55",3.317,"65,12","62,58",2024
343,BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643,"0,00",1.484,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00","0,00",2024
344,THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,252,0,166,0,185,0,252,0,271,0,239,0,227,0,230,0,270,0,233,0,415,0,2.954,0,4.123,"5,19",3.724,"6,77",4.123,"4,03",3.990,"4,64",4.123,"6,11",3.990,"6,79",4.123,"5,80",4.123,"5,51",3.990,"5,76",4.123,"6,55",3.990,"5,84",4.123,"10,07","6,09",2024
345,ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,456,0,370,0,396,0,444,0,470,0,504,0,504,0,481,0,527,0,436,0,415,0,5.398,0,3.472,"11,38",3.136,"14,54",3.472,"10,66",3.360,"11,79",3.472,"12,79",3.360,"13,99",3.472,"14,52",3.472,"14,52",3.360,"14,32",3.472,"15,18",3.360,"12,98",3.472,"11,95","13,22",2024
346,ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,1039,0,931,0,766,0,967,0,991,0,507,0,409,0,922,0,757,0,444,0,532,0,9.124,0,4.805,"17,88",4.340,"23,94",4.805,"19,38",4.650,"16,47",4.805,"20,12",4.650,"21,31",4.805,"10,55",4.805,"8,51",4.650,"19,83",4.805,"15,75",4.650,"9,55",4.805,"11,07","16,20",2024
347,MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,888,0,747,0,1022,0,1342,0,1221,0,930,0,918,0,878,0,915,0,785,0,897,0,11.392,0,3.348,"25,36",3.024,"29,37",3.348,"22,31",3.240,"31,54",3.348,"40,08",3.240,"37,69",3.348,"27,78",3.348,"27,42",3.240,"27,10",3.348,"27,33",3.240,"24,23",3.348,"26,79","28,92",2024
348,HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2024
349,FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2024
