nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,tahun,bulan,wisman,wisnus,kmr,pax,rm_ava,okupansi
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2019,03,29,3.050,0,3.079,5735,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2019,03,0,2.894,2.220,2.894,4774,"46,50"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,79,79,2019,03,115,4.072,2.218,4.187,2449,"90,57"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,159,2019,03,71,4.537,2.646,4.608,3131,"84,51"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2019,03,0,0,0,0,2263,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,2019,03,2,1.509,1.257,1.511,3069,"40,96"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2019,03,0,4.504,2.888,4.504,5146,"56,12"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2019,03,109,263,186,372,2635,"7,06"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2019,03,22,6.280,3.939,6.302,4805,"81,98"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,133,197,2019,03,4,3.210,3.214,3.214,4123,"77,95"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,2019,03,34,2.919,1.815,2.953,3472,"52,28"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,174,2019,03,37,6.207,3.190,6.244,3565,"89,48"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,98,98,2019,03,0,3.019,2.307,3.019,3038,"75,94"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,108,173,2019,03,12,1.400,771,1.412,3348,"23,03"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2019,03,0,2.120,1.060,2.120,1643,"64,52"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,27,37,2019,03,0,156,78,156,837,"9,32"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,30,43,2019,03,0,450,350,450,930,"37,63"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2019,03,0,220,687,220,4805,"14,30"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,109,159,2019,03,1,1.222,841,1.223,3379,"24,89"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2019,03,0,0,0,0,3472,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2019,03,0,0,0,0,2511,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2019,03,0,0,0,0,1023,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,50,58,2019,03,38,1.440,1.478,1.478,1550,"95,35"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,57,2019,03,0,2.886,1.443,2.886,1581,"91,27"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,57,76,2019,03,0,1.640,1.074,1.640,1767,"60,78"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,35,42,2019,03,10,826,375,836,1085,"34,56"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,38,40,2019,03,33,121,154,154,1178,"13,07"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,73,73,2019,03,0,382,382,382,2263,"16,88"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,101,119,2019,03,0,2.380,1.190,2.380,3131,"38,01"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2019,03,0,0,0,0,3472,"0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,41,54,2019,03,0,206,197,206,1271,"15,50"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,79,79,2019,03,0,156,156,156,2449,"6,37"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,68,68,2019,03,0,0,0,0,2108,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2019,03,0,2.686,0,2.686,5146,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2019,03,0,786,0,786,1085,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2019,03,0,0,0,0,1271,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2019,03,0,0,0,0,1364,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2019,03,0,0,0,0,1395,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2019,03,34,1.120,560,1.154,930,"60,22"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,11,13,2019,03,0,0,0,0,341,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,46,46,2019,03,0,0,0,0,1426,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,23,26,2019,03,0,204,110,204,713,"15,43"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,42,42,2019,03,0,220,110,220,1302,"8,45"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,25,27,2019,03,0,176,176,176,775,"22,71"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2020,03,33,1.821,1.233,1.854,5611,"21,97"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2020,03,296,3.179,3.179,3.475,6138,"51,79"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2020,03,0,0,0,0,6665,"0,00"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2020,03,95,2.139,1.805,2.234,4278,"42,19"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2020,03,108,3.886,2.110,3.994,6200,"34,03"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2020,03,0,0,0,0,3782,"0,00"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2020,03,0,0,0,0,2480,"0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2020,03,99,3.479,2.195,3.578,4588,"47,84"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2020,03,0,0,0,0,4030,"0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2020,03,270,4.840,2.279,5.110,4650,"49,01"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2020,03,0,1.017,0,1.017,7130,"0,00"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2020,03,5,540,235,545,3596,"6,54"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2020,03,28,3.535,2.183,3.563,20553,"10,62"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2020,03,35,1.558,1.014,1.593,5642,"17,97"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2020,03,0,1.616,808,1.616,2821,"28,64"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2020,03,0,0,0,0,4650,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2020,03,0,0,0,0,5735,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2020,03,0,0,0,0,4774,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2020,03,40,2.292,1.367,2.332,3069,"44,54"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2020,03,0,3.231,1.793,3.231,3379,"53,06"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2020,03,0,0,0,0,2263,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2020,03,8,844,575,852,3131,"18,36"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,27,37,2020,03,0,3.525,2.311,3.525,837,"276,11"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2020,03,77,429,252,506,2635,"9,56"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2020,03,21,3.153,3.153,3.174,4805,"65,62"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2020,03,0,1.017,925,1.017,3038,"30,45"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2020,03,34,2.919,1.815,2.953,5146,"35,27"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,30,43,2020,03,28,4.318,2.252,4.346,930,"242,15"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2020,03,1,1.805,1.652,1.806,2449,"67,46"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2020,03,0,1.382,751,1.382,4805,"15,63"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2020,03,0,1.292,646,1.292,1643,"39,32"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2020,03,0,196,98,196,4123,"2,38"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2020,03,0,0,0,0,3472,"0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2020,03,0,0,0,0,4805,"0,00"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2020,03,0,817,520,817,3348,"15,53"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 2,73,73,2020,03,0,2.965,1.639,2.965,2263,"72,43"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2020,03,0,0,0,0,2511,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2020,03,0,0,0,0,1023,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,115,174,2020,03,8,1.261,1.269,1.269,3565,"35,60"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,2020,03,0,1.664,832,1.664,1085,"76,68"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2020,03,0,780,565,780,1550,"36,45"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2020,03,5,654,280,659,3131,"8,94"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,2020,03,2,78,110,80,3472,"3,17"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2020,03,0,0,0,0,1767,"0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2020,03,0,1.632,816,1.632,1178,"69,27"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2020,03,0,0,0,0,3472,"0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2020,03,0,680,341,680,1581,"21,57"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2020,03,0,0,0,0,2108,"0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2020,03,0,0,0,0,1271,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2020,03,0,0,0,0,5146,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2020,03,0,0,0,0,1085,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2020,03,0,0,0,0,1271,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2020,03,0,0,0,0,1364,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2020,03,0,0,0,0,1395,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2020,03,0,0,0,0,930,"0,00"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2020,03,0,0,0,0,775,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2020,03,0,650,325,650,2294,"14,17"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2020,03,0,0,0,0,2418,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2020,03,0,196,98,196,527,"18,60"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2020,03,0,143,143,143,961,"14,88"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2021,03,6,1.653,1.380,1.659,5611,"24,59"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2021,03,144,4.176,4.320,4.320,6138,"70,38"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2021,03,11,4.119,4.130,4.130,6665,"61,97"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2021,03,6,3.186,3.042,3.192,4278,"71,11"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2021,03,411,4.965,2.945,5.376,6200,"47,50"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2021,03,10,4.496,3.644,4.506,3782,"96,35"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2021,03,0,0,0,0,2480,"0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2021,03,34,3.524,2.329,3.558,4588,"50,76"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2021,03,0,0,0,0,4030,"0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,03,189,11.606,6.932,11.795,4650,"149,08"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2021,03,14,5.748,3.565,5.762,7130,"50,00"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2021,03,0,0,0,0,3596,"0,00"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2021,03,2,4.951,2.581,4.953,20553,"12,56"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2021,03,0,3.731,3.518,3.731,5642,"62,35"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2021,03,0,2.144,1.072,2.144,2821,"38,00"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,03,0,0,0,0,4650,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2021,03,0,0,0,0,5735,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2021,03,0,0,0,0,4774,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2021,03,21,3.223,1.883,3.244,3069,"61,36"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2021,03,0,4.645,2.633,4.645,3379,"77,92"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2021,03,0,0,0,0,2263,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2021,03,0,968,789,968,3131,"25,20"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,27,37,2021,03,0,4.871,2.729,4.871,837,"326,05"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2021,03,124,380,251,504,2635,"9,53"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,03,5,3.867,3.872,3.872,4805,"80,58"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2021,03,0,0,0,0,3038,"0,00"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2021,03,0,0,0,0,5146,"0,00"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,30,43,2021,03,3,5.322,3.372,5.325,930,"362,58"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2021,03,18,2.195,2.123,2.213,2449,"86,69"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,03,0,1.978,1.970,1.978,4805,"41,00"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2021,03,0,0,0,0,1643,"0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2021,03,0,260,130,260,4123,"3,15"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2021,03,0,472,396,472,3472,"11,41"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2021,03,0,0,0,0,4805,"0,00"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2021,03,0,2.382,463,2.382,3348,"13,83"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2021,03,0,0,0,0,3472,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2021,03,0,0,0,0,2511,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2021,03,0,0,0,0,1023,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,115,174,2021,03,8,1.261,1.269,1.269,3565,"35,60"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,2021,03,0,2.806,1.403,2.806,1085,"129,31"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2021,03,0,0,0,0,1550,"0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2021,03,1,533,207,534,3131,"6,61"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,2021,03,31,67,98,98,3472,"2,82"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2021,03,0,0,0,0,1767,"0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2021,03,0,1.692,846,1.692,1178,"71,82"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2021,03,0,0,0,0,3472,"0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 2,51,57,2021,03,0,0,0,0,1581,"0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2021,03,0,0,0,0,2108,"0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2021,03,0,0,0,0,1271,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2021,03,0,0,0,0,5146,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2021,03,0,0,0,0,1085,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2021,03,0,0,0,0,1271,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2021,03,0,0,0,0,1364,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2021,03,0,0,0,0,1395,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2021,03,0,1.664,893,1.664,930,"96,02"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2021,03,0,340,170,340,775,"21,94"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2021,03,0,0,0,0,2294,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2021,03,0,0,0,0,2418,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2021,03,0,52,26,52,527,"4,93"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2021,03,0,303,303,303,961,"31,53"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2022,03,0,0,1.380,0,5611,"24,59"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2022,03,2.031,2.038,4.320,4.069,6138,"70,38"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2022,03,15,4.761,4.130,4.776,6665,"61,97"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2022,03,0,0,0,0,4278,"0,00"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2022,03,53,5.147,5.249,5.200,6200,"84,66"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2022,03,11,3.714,3.725,3.725,3782,"98,49"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2022,03,0,0,0,0,2480,"0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2022,03,21,5.168,4.934,5.189,4588,"107,54"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2022,03,0,0,0,0,4030,"0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,03,126,7.649,3.947,7.775,4650,"84,88"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2022,03,201,5.608,5.809,5.809,7130,"81,47"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2022,03,0,0,0,0,3596,"0,00"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2022,03,0,8.833,4.544,8.833,20553,"22,11"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2022,03,0,4.747,4.099,4.747,5642,"72,65"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2022,03,0,1.778,889,1.778,2821,"31,51"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,03,0,0,0,0,4650,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2022,03,0,0,0,0,5735,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2022,03,0,0,0,0,4774,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2022,03,22,3.380,2.246,3.402,3069,"73,18"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2022,03,0,5.237,3.044,5.237,3379,"90,09"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2022,03,0,0,0,0,2263,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2022,03,0,923,691,923,3131,"22,07"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2022,03,0,4.224,3.853,4.224,4774,"80,71"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2022,03,0,4.224,385,4.224,2635,"14,61"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,03,1,4.047,4.048,4.048,4805,"84,25"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2022,03,0,0,3.811,0,3038,"125,44"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2022,03,0,4.776,2.813,4.776,5146,"54,66"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2022,03,2,5.546,3.488,5.548,3565,"97,84"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2022,03,0,3.409,0,3.409,2449,"0,00"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,03,0,0,0,0,4805,"0,00"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2022,03,0,0,0,0,1643,"0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2022,03,0,566,283,566,4123,"6,86"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2022,03,0,0,0,0,3472,"0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2022,03,3,2.569,2.179,2.572,4805,"45,35"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2022,03,0,2.016,1.033,2.016,3348,"30,85"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2022,03,0,0,0,0,3472,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2022,03,0,0,0,0,2511,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2022,03,0,0,0,0,1023,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,30,43,2022,03,16,1.542,1.558,1.558,930,"167,53"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2022,03,0,2.734,1.367,2.734,1581,"86,46"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2022,03,0,0,0,0,1550,"0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2022,03,0,682,0,682,3131,"0,00"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,2022,03,31,107,98,138,1178,"8,32"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2022,03,0,0,0,0,1767,"0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2022,03,0,0,846,0,1178,"71,82"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2022,03,0,0,0,0,3472,"0,00"
